"V1" "V1" "V1" "V1" "V1"
"2604" "DNAJB4" NA "ZNF580" NA NA
"2605" "TYW3" NA "SPHAR" NA NA
"2606" "FAM102B" NA "ZNF625-ZNF20" NA NA
"2607" "C1orf52" NA "QTRT1" NA NA
"2608" "ATXN7L2" NA "CHUK" NA NA
"2609" "ZNF326" NA "SYNJ2BP" NA NA
"2610" "EXTL2" NA "" NA NA
"2611" "SLC30A7" NA "RBMXL1" NA NA
"2612" "ZNF281" NA "VDAC1" NA NA
"2613" "ARPC5" NA "NDUFS3" NA NA
"2614" "ZNF496" NA "PPP1CB" NA NA
"2615" "PEX19" NA "NCKIPSD" NA NA
"2616" "RBM15" NA "TREX1" NA NA
"2617" "BPNT1" NA "SLC35F6" NA NA
"2618" "CNST" NA "LTB4R" NA NA
"2619" "MRPL55" NA "GANC" NA NA
"2620" "WDR26" NA "REPIN1" NA NA
"2621" "REL" NA "SMIM7" NA NA
"2622" "KIAA1841" NA "METTL12" NA NA
"2623" "DISC1" NA "UBXN2B" NA NA
"2624" "DPY30" NA "HOMEZ" NA NA
"2625" "TYW5" NA "DDX3X" NA NA
"2626" "PQLC3" NA "TMEM242" NA NA
"2627" "ARL5A" NA "C1orf167" NA NA
"2628" "FAM84A" NA "PAM16" NA NA
"2629" "NUP35" NA "LINC00339" NA NA
"2630" "CCDC138" NA "FAM228B" NA NA
"2631" "C2orf44" NA "AP4M1" NA NA
"2632" "ADCK3" NA "NPTXR" NA NA
"2633" "OTUD7B" NA "PPP2R2A" NA NA
"2634" "RPRD2" NA "TIGD1" NA NA
"2635" "VPS72" NA "SLC12A8" NA NA
"2636" "TGFA" NA "PPT2" NA NA
"2637" "CCNYL1" NA "" NA NA
"2638" "DCAF16" NA "SEC22B" NA NA
"2639" "HELQ" NA "" NA NA
"2640" "PMVK" NA "" NA NA
"2641" "PBXIP1" NA "MSL3P1" NA NA
"2642" "HIPK1" NA "" NA NA
"2643" "KBTBD8" NA "TP73-AS1" NA NA
"2644" "POGLUT1" NA "SCAMP4" NA NA
"2645" "SLC22A15" NA "" NA NA
"2646" "EIF4E3" NA "NACAP1" NA NA
"2647" "LRRC58" NA "OST4" NA NA
"2648" "TRIM46" NA "ZNF883" NA NA
"2649" "CCT3" NA "DHFR" NA NA
"2650" "RNF25" NA "RPL41" NA NA
"2651" "STK36" NA "CISD3" NA NA
"2652" "SRGAP2" NA "" NA NA
"2653" "AZI2" NA "HCG18" NA NA
"2654" "HDAC11" NA "DLEU2" NA NA
"2655" "CHCHD4" NA "RPS28" NA NA
"2656" "NFASC" NA "FAM133B" NA NA
"2657" "CLASP2" NA "JRK" NA NA
"2658" "SUCLG1" NA "GAS5" NA NA
"2659" "NUAK2" NA "LINC00094" NA NA
"2660" "RPL22L1" NA "" NA NA
"2661" "GTPBP8" NA "" NA NA
"2662" "SPICE1" NA "" NA NA
"2663" "WDFY3" NA "MORC2-AS1" NA NA
"2664" "THOC7" NA "ZBTB22" NA NA
"2665" "PSMD6" NA "" NA NA
"2666" "GMPS" NA "PRMT5-AS1" NA NA
"2667" "CCNL1" NA "SHISA9" NA NA
"2668" "HESX1" NA "PRKCQ-AS1" NA NA
"2669" "SLMAP" NA "" NA NA
"2670" "C3orf67" NA "" NA NA
"2671" "IL17RC" NA "PCDHGC3" NA NA
"2672" "U2SURP" NA "ACAD11" NA NA
"2673" "TOPBP1" NA "PPIL3" NA NA
"2674" "ZDHHC3" NA "L1TD1" NA NA
"2675" "LZTFL1" NA "ARHGEF25" NA NA
"2676" "FYCO1" NA "RDH14" NA NA
"2677" "YEATS2" NA "NSUN6" NA NA
"2678" "MEAF6" NA "YAE1D1" NA NA
"2679" "POLR2H" NA "TDGF1" NA NA
"2680" "TMEM41A" NA "CD302" NA NA
"2681" "RFC4" NA "ATP5J2" NA NA
"2682" "RPL39L" NA "ARPC4" NA NA
"2683" "BAP1" NA "ARPC1A" NA NA
"2684" "PRKCD" NA "ATP5O" NA NA
"2685" "GNL3" NA "PLEKHO2" NA NA
"2686" "PBRM1" NA "HYPK" NA NA
"2687" "UVSSA" NA "EIF6" NA NA
"2688" "FAM208A" NA "GLYCTK-AS1" NA NA
"2689" "ARHGEF3" NA "STON1" NA NA
"2690" "UBXN7" NA "ACY1" NA NA
"2691" "PIGX" NA "DDOST" NA NA
"2692" "EXO5" NA "TMEM199" NA NA
"2693" "ZNF691" NA "RPL32P29" NA NA
"2694" "METAP1" NA "" NA NA
"2695" "DNAJB14" NA "SCARF2" NA NA
"2696" "H2AFZ" NA "APOBEC3C" NA NA
"2697" "SLC9B2" NA "GABPB1-AS1" NA NA
"2698" "PGRMC2" NA "" NA NA
"2699" "ZNF589" NA "RASSF8-AS1" NA NA
"2700" "PLXNB1" NA "H2AFJ" NA NA
"2701" "SPRY1" NA "UBL7-AS1" NA NA
"2702" "INTU" NA "SPTY2D1-AS1" NA NA
"2703" "RNF123" NA "TRIM52-AS1" NA NA
"2704" "MFSD8" NA "ABHD14A" NA NA
"2705" "MON1A" NA "USP46-AS1" NA NA
"2706" "MST1R" NA "HS3ST5" NA NA
"2707" "RAD54L2" NA "LINC00617" NA NA
"2708" "TEX264" NA "ZNF674" NA NA
"2709" "DUSP7" NA "" NA NA
"2710" "PPM1M" NA "TRNP1" NA NA
"2711" "MAP9" NA "" NA NA
"2712" "TMEM144" NA "UTP14C" NA NA
"2713" "NAA15" NA "" NA NA
"2714" "FAM160A1" NA "MPV17L2" NA NA
"2715" "ARFIP1" NA "LINC00678" NA NA
"2716" "KIAA0947" NA "DPP3" NA NA
"2717" "ABCE1" NA "BRK1" NA NA
"2718" "OTUD4" NA "EID1" NA NA
"2719" "LSM6" NA "EBLN2" NA NA
"2720" "TMEM184C" NA "" NA NA
"2721" "TMEM161B" NA "MTRNR2L10" NA NA
"2722" "LMBRD2" NA "SMIM3" NA NA
"2723" "NIPBL" NA "ZNF271" NA NA
"2724" "AGGF1" NA "" NA NA
"2725" "CASP3" NA "" NA NA
"2726" "PRIMPOL" NA "" NA NA
"2727" "PAPD4" NA "CNPY2" NA NA
"2728" "UBLCP1" NA NA NA NA
"2729" "UTP15" NA NA NA NA
"2730" "GFM2" NA NA NA NA
"2731" "CCDC127" NA NA NA NA
"2732" "UQCRQ" NA NA NA NA
"2733" "CITED2" NA NA NA NA
"2734" "T" NA NA NA NA
"2735" "DCBLD1" NA NA NA NA
"2736" "DAGLB" NA NA NA NA
"2737" "SAP30L" NA NA NA NA
"2738" "COG5" NA NA NA NA
"2739" "ZNF12" NA NA NA NA
"2740" "SP8" NA NA NA NA
"2741" "USP49" NA NA NA NA
"2742" "CHMP4C" NA NA NA NA
"2743" "BRI3" NA NA NA NA
"2744" "LMTK2" NA NA NA NA
"2745" "DLC1" NA NA NA NA
"2746" "ADCY1" NA NA NA NA
"2747" "PEX2" NA NA NA NA
"2748" "RAD21" NA NA NA NA
"2749" "TNFRSF11B" NA NA NA NA
"2750" "SPIDR" NA NA NA NA
"2751" "SUN1" NA NA NA NA
"2752" "FZD6" NA NA NA NA
"2753" "INTS8" NA NA NA NA
"2754" "KIAA1429" NA NA NA NA
"2755" "PDP1" NA NA NA NA
"2756" "FAM219A" NA NA NA NA
"2757" "KIAA1161" NA NA NA NA
"2758" "NUDT2" NA NA NA NA
"2759" "CCDC171" NA NA NA NA
"2760" "NFIL3" NA NA NA NA
"2761" "FXN" NA NA NA NA
"2762" "KDM1B" NA NA NA NA
"2763" "MID1IP1" NA NA NA NA
"2764" "KIAA1958" NA NA NA NA
"2765" "PIGA" NA NA NA NA
"2766" "STRBP" NA NA NA NA
"2767" "CLDN3" NA NA NA NA
"2768" "GAPVD1" NA NA NA NA
"2769" "C9orf89" NA NA NA NA
"2770" "HDX" NA NA NA NA
"2771" "NOL6" NA NA NA NA
"2772" "PIGO" NA NA NA NA
"2773" "SLITRK5" NA NA NA NA
"2774" "HECTD2" NA NA NA NA
"2775" "SLC7A3" NA NA NA NA
"2776" "DDX26B" NA NA NA NA
"2777" "MARCH8" NA NA NA NA
"2778" "CFL2" NA NA NA NA
"2779" "GTF2A1" NA NA NA NA
"2780" "REEP3" NA NA NA NA
"2781" "SKA3" NA NA NA NA
"2782" "ARF6" NA NA NA NA
"2783" "PRPF18" NA NA NA NA
"2784" "COMTD1" NA NA NA NA
"2785" "SLC18A2" NA NA NA NA
"2786" "PDZD8" NA NA NA NA
"2787" "QSOX2" NA NA NA NA
"2788" "NSD1" NA NA NA NA
"2789" "ENOX2" NA NA NA NA
"2790" "TSC1" NA NA NA NA
"2791" "STOX1" NA NA NA NA
"2792" "BMS1" NA NA NA NA
"2793" "KIAA1462" NA NA NA NA
"2794" "TMEM55B" NA NA NA NA
"2795" "NDRG2" NA NA NA NA
"2796" "METTL3" NA NA NA NA
"2797" "SALL2" NA NA NA NA
"2798" "TRUB1" NA NA NA NA
"2799" "HSPA12A" NA NA NA NA
"2800" "ISCA2" NA NA NA NA
"2801" "GYLTL1B" NA NA NA NA
"2802" "PACSIN3" NA NA NA NA
"2803" "CPSF2" NA NA NA NA
"2804" "IFI27L1" NA NA NA NA
"2805" "TAF1D" NA NA NA NA
"2806" "ABTB2" NA NA NA NA
"2807" "HTRA1" NA NA NA NA
"2808" "CEP57" NA NA NA NA
"2809" "ADAMTS15" NA NA NA NA
"2810" "RAB8B" NA NA NA NA
"2811" "IKBIP" NA NA NA NA
"2812" "BAG5" NA NA NA NA
"2813" "LARP6" NA NA NA NA
"2814" "HPS6" NA NA NA NA
"2815" "GABRB3" NA NA NA NA
"2816" "ZNF202" NA NA NA NA
"2817" "CYYR1" NA NA NA NA
"2818" "TRIM44" NA NA NA NA
"2819" "ILK" NA NA NA NA
"2820" "DCHS1" NA NA NA NA
"2821" "C11orf74" NA NA NA NA
"2822" "ATP9B" NA NA NA NA
"2823" "TRIM66" NA NA NA NA
"2824" "RNF169" NA NA NA NA
"2825" "ST5" NA NA NA NA
"2826" "ZNF143" NA NA NA NA
"2827" "MCM7" NA NA NA NA
"2828" "ZNF3" NA NA NA NA
"2829" "ZSCAN21" NA NA NA NA
"2830" "RIMKLB" NA NA NA NA
"2831" "SEC11C" NA NA NA NA
"2832" "HSP90B1" NA NA NA NA
"2833" "NGFRAP1" NA NA NA NA
"2834" "ZNF592" NA NA NA NA
"2835" "AP1G1" NA NA NA NA
"2836" "KIAA0430" NA NA NA NA
"2837" "SAAL1" NA NA NA NA
"2838" "PPIB" NA NA NA NA
"2839" "KIF7" NA NA NA NA
"2840" "PEX11A" NA NA NA NA
"2841" "TMEM170A" NA NA NA NA
"2842" "DCTN5" NA NA NA NA
"2843" "PLK1" NA NA NA NA
"2844" "ZBTB39" NA NA NA NA
"2845" "TMEM194A" NA NA NA NA
"2846" "VPS39" NA NA NA NA
"2847" "STAT6" NA NA NA NA
"2848" "XRCC6BP1" NA NA NA NA
"2849" "DIS3L" NA NA NA NA
"2850" "SMAD3" NA NA NA NA
"2851" "MAPRE2" NA NA NA NA
"2852" "NUDT21" NA NA NA NA
"2853" "TEF" NA NA NA NA
"2854" "PBX3" NA NA NA NA
"2855" "FAM102A" NA NA NA NA
"2856" "TRUB2" NA NA NA NA
"2857" "SLC27A4" NA NA NA NA
"2858" "URM1" NA NA NA NA
"2859" "SP2" NA NA NA NA
"2860" "CRK" NA NA NA NA
"2861" "RNF214" NA NA NA NA
"2862" "CDK12" NA NA NA NA
"2863" "DUS2" NA NA NA NA
"2864" "POP5" NA NA NA NA
"2865" "ATP5L" NA NA NA NA
"2866" "TBC1D16" NA NA NA NA
"2867" "ENTHD2" NA NA NA NA
"2868" "RRM1" NA NA NA NA
"2869" "TRIM68" NA NA NA NA
"2870" "PRRT2" NA NA NA NA
"2871" "ZNF226" NA NA NA NA
"2872" "ZNF668" NA NA NA NA
"2873" "VKORC1" NA NA NA NA
"2874" "SMG8" NA NA NA NA
"2875" "GATAD2A" NA NA NA NA
"2876" "CDT1" NA NA NA NA
"2877" "ANKRD11" NA NA NA NA
"2878" "DHRS13" NA NA NA NA
"2879" "KMT2D" NA NA NA NA
"2880" "RHEBL1" NA NA NA NA
"2881" "SERTAD3" NA NA NA NA
"2882" "NCKAP5L" NA NA NA NA
"2883" "AXL" NA NA NA NA
"2884" "NFKBID" NA NA NA NA
"2885" "LENG8" NA NA NA NA
"2886" "ZNF526" NA NA NA NA
"2887" "ZNF146" NA NA NA NA
"2888" "DAPK3" NA NA NA NA
"2889" "EEF2" NA NA NA NA
"2890" "CHAF1A" NA NA NA NA
"2891" "FAM57A" NA NA NA NA
"2892" "GLOD4" NA NA NA NA
"2893" "KIFC2" NA NA NA NA
"2894" "WDR81" NA NA NA NA
"2895" "OTUB1" NA NA NA NA
"2896" "RCOR2" NA NA NA NA
"2897" "IGFBP6" NA NA NA NA
"2898" "NUDT8" NA NA NA NA
"2899" "SRP68" NA NA NA NA
"2900" "TMEM68" NA NA NA NA
"2901" "GHDC" NA NA NA NA
"2902" "ZNF598" NA NA NA NA
"2903" "E4F1" NA NA NA NA
"2904" "CASKIN1" NA NA NA NA
"2905" "KCTD5" NA NA NA NA
"2906" "SRRM2" NA NA NA NA
"2907" "ZNF597" NA NA NA NA
"2908" "VPS37C" NA NA NA NA
"2909" "C11orf84" NA NA NA NA
"2910" "LTBP3" NA NA NA NA
"2911" "SF1" NA NA NA NA
"2912" "CCDC88B" NA NA NA NA
"2913" "SCARA3" NA NA NA NA
"2914" "PAFAH1B2" NA NA NA NA
"2915" "ANKS3" NA NA NA NA
"2916" "NUDT16L1" NA NA NA NA
"2917" "SETD5" NA NA NA NA
"2918" "FAM83B" NA NA NA NA
"2919" "RNF187" NA NA NA NA
"2920" "MAPK1IP1L" NA NA NA NA
"2921" "RBPJ" NA NA NA NA
"2922" "LMBRD1" NA NA NA NA
"2923" "ZCCHC4" NA NA NA NA
"2924" "GLYCTK" NA NA NA NA
"2925" "UBTD2" NA NA NA NA
"2926" "NT5DC2" NA NA NA NA
"2927" "SMIM4" NA NA NA NA
"2928" "KIF5C" NA NA NA NA
"2929" "TAP1" NA NA NA NA
"2930" "ING5" NA NA NA NA
"2931" "COG7" NA NA NA NA
"2932" "BMP1" NA NA NA NA
"2933" "POLR3D" NA NA NA NA
"2934" "SOGA2" NA NA NA NA
"2935" "SERINC2" NA NA NA NA
"2936" "TRAPPC11" NA NA NA NA
"2937" "GFRA2" NA NA NA NA
"2938" "AXIN2" NA NA NA NA
"2939" "FAM84B" NA NA NA NA
"2940" "SEMA4C" NA NA NA NA
"2941" "PPIP5K1" NA NA NA NA
"2942" "CHTF8" NA NA NA NA
"2943" "SNTB2" NA NA NA NA
"2944" "ZNF507" NA NA NA NA
"2945" "ZBTB49" NA NA NA NA
"2946" "GFM1" NA NA NA NA
"2947" "RNF181" NA NA NA NA
"2948" "ENHO" NA NA NA NA
"2949" "CEP120" NA NA NA NA
"2950" "FEM1B" NA NA NA NA
"2951" "MAP2K1" NA NA NA NA
"2952" "HNRNPH1" NA NA NA NA
"2953" "FAM110B" NA NA NA NA
"2954" "ZBTB43" NA NA NA NA
"2955" "XPO6" NA NA NA NA
"2956" "NSMCE1" NA NA NA NA
"2957" "TBC1D10B" NA NA NA NA
"2958" "THBS3" NA NA NA NA
"2959" "SLC50A1" NA NA NA NA
"2960" "MRPL1" NA NA NA NA
"2961" "NR0B1" NA NA NA NA
"2962" "PGM2" NA NA NA NA
"2963" "KIAA1024" NA NA NA NA
"2964" "SNUPN" NA NA NA NA
"2965" "CRADD" NA NA NA NA
"2966" "SIN3A" NA NA NA NA
"2967" "ARL13B" NA NA NA NA
"2968" "PTPN9" NA NA NA NA
"2969" "COL22A1" NA NA NA NA
"2970" "CLIC4" NA NA NA NA
"2971" "CCDC8" NA NA NA NA
"2972" "C15orf40" NA NA NA NA
"2973" "FAM103A1" NA NA NA NA
"2974" "LUZP1" NA NA NA NA
"2975" "LRRC45" NA NA NA NA
"2976" "AGPAT2" NA NA NA NA
"2977" "ASPSCR1" NA NA NA NA
"2978" "GPS1" NA NA NA NA
"2979" "LIMS1" NA NA NA NA
"2980" "NLGN1" NA NA NA NA
"2981" "CSGALNACT2" NA NA NA NA
"2982" "PCDH7" NA NA NA NA
"2983" "ROBO1" NA NA NA NA
"2984" "TRIM56" NA NA NA NA
"2985" "TOR1AIP2" NA NA NA NA
"2986" "OTUD3" NA NA NA NA
"2987" "GUSB" NA NA NA NA
"2988" "BRD3" NA NA NA NA
"2989" "MAP3K2" NA NA NA NA
"2990" "NLGN2" NA NA NA NA
"2991" "YWHAG" NA NA NA NA
"2992" "CNTROB" NA NA NA NA
"2993" "TRAPPC1" NA NA NA NA
"2994" "SIMC1" NA NA NA NA
"2995" "NIPA1" NA NA NA NA
"2996" "UBE2E1" NA NA NA NA
"2997" "NANP" NA NA NA NA
"2998" "USP47" NA NA NA NA
"2999" "ZNF282" NA NA NA NA
"3000" "FAXDC2" NA NA NA NA
"3001" "ELP5" NA NA NA NA
"3002" "CDK1" NA NA NA NA
"3003" "PRDM10" NA NA NA NA
"3004" "B3GNT2" NA NA NA NA
"3005" "FOS" NA NA NA NA
"3006" "TMED10" NA NA NA NA
"3007" "SMAD1" NA NA NA NA
"3008" "MGMT" NA NA NA NA
"3009" "DNAJC18" NA NA NA NA
"3010" "RALGAPB" NA NA NA NA
"3011" "NUDT9" NA NA NA NA
"3012" "TMC7" NA NA NA NA
"3013" "CDH2" NA NA NA NA
"3014" "IRX2" NA NA NA NA
"3015" "DLGAP1" NA NA NA NA
"3016" "STAT2" NA NA NA NA
"3017" "IRF2BP1" NA NA NA NA
"3018" "HSPA4" NA NA NA NA
"3019" "ZNF16" NA NA NA NA
"3020" "SOCS6" NA NA NA NA
"3021" "ZNF296" NA NA NA NA
"3022" "KIF5B" NA NA NA NA
"3023" "AKAP13" NA NA NA NA
"3024" "" NA NA NA NA
"3025" "KIAA0232" NA NA NA NA
"3026" "RNF139" NA NA NA NA
"3027" "MSANTD4" NA NA NA NA
"3028" "TANC2" NA NA NA NA
"3029" "DNAJC24" NA NA NA NA
"3030" "HS6ST2" NA NA NA NA
"3031" "PKIA" NA NA NA NA
"3032" "C11orf24" NA NA NA NA
"3033" "TRMT61B" NA NA NA NA
"3034" "INSR" NA NA NA NA
"3035" "MFN1" NA NA NA NA
"3036" "TADA3" NA NA NA NA
"3037" "NAIF1" NA NA NA NA
"3038" "TMEM126B" NA NA NA NA
"3039" "JUNB" NA NA NA NA
"3040" "SHCBP1" NA NA NA NA
"3041" "CANT1" NA NA NA NA
"3042" "CHST11" NA NA NA NA
"3043" "EXOSC1" NA NA NA NA
"3044" "CHD7" NA NA NA NA
"3045" "KRT19" NA NA NA NA
"3046" "CLCN5" NA NA NA NA
"3047" "MCC" NA NA NA NA
"3048" "PTGER4" NA NA NA NA
"3049" "BCL2L1" NA NA NA NA
"3050" "PLRG1" NA NA NA NA
"3051" "RAB4B-EGLN2" NA NA NA NA
"3052" "ZNF584" NA NA NA NA
"3053" "CLSTN1" NA NA NA NA
"3054" "ZNF274" NA NA NA NA
"3055" "SLC25A33" NA NA NA NA
"3056" "ATF7IP" NA NA NA NA
"3057" "ANO5" NA NA NA NA
"3058" "CAMTA1" NA NA NA NA
"3059" "GATM" NA NA NA NA
"3060" "CTPS1" NA NA NA NA
"3061" "TTC40" NA NA NA NA
"3062" "PWWP2B" NA NA NA NA
"3063" "ZNF570" NA NA NA NA
"3064" "TLN2" NA NA NA NA
"3065" "ZNF217" NA NA NA NA
"3066" "SCG2" NA NA NA NA
"3067" "SYNPO" NA NA NA NA
"3068" "LAMB2" NA NA NA NA
"3069" "USP19" NA NA NA NA
"3070" "ORMDL3" NA NA NA NA
"3071" "MRPL13" NA NA NA NA
"3072" "MBOAT1" NA NA NA NA
"3073" "ID4" NA NA NA NA
"3074" "PAIP1" NA NA NA NA
"3075" "C5orf34" NA NA NA NA
"3076" "ZNF131" NA NA NA NA
"3077" "DPAGT1" NA NA NA NA
"3078" "CERS6" NA NA NA NA
"3079" "COPRS" NA NA NA NA
"3080" "TP53RK" NA NA NA NA
"3081" "SUCLG2" NA NA NA NA
"3082" "C2CD2L" NA NA NA NA
"3083" "GNG12" NA NA NA NA
"3084" "MYEOV2" NA NA NA NA
"3085" "GTPBP2" NA NA NA NA
"3086" "MANEA" NA NA NA NA
"3087" "BANP" NA NA NA NA
"3088" "PPP1CA" NA NA NA NA
"3089" "HCFC1" NA NA NA NA
"3090" "CHCHD1" NA NA NA NA
"3091" "SMPDL3A" NA NA NA NA
"3092" "RAD9A" NA NA NA NA
"3093" "EFEMP2" NA NA NA NA
"3094" "TAF15" NA NA NA NA
"3095" "MUS81" NA NA NA NA
"3096" "CFL1" NA NA NA NA
"3097" "TMCC1" NA NA NA NA
"3098" "RAB43" NA NA NA NA
"3099" "RAB37" NA NA NA NA
"3100" "OVOL1" NA NA NA NA
"3101" "SSH3" NA NA NA NA
"3102" "PDP2" NA NA NA NA
"3103" "ANKRD13D" NA NA NA NA
"3104" "MYD88" NA NA NA NA
"3105" "OXSR1" NA NA NA NA
"3106" "PHF8" NA NA NA NA
"3107" "ADRBK1" NA NA NA NA
"3108" "RELA" NA NA NA NA
"3109" "ZNF680" NA NA NA NA
"3110" "BNC2" NA NA NA NA
"3111" "KDM2A" NA NA NA NA
"3112" "ADCK5" NA NA NA NA
"3113" "COMMD1" NA NA NA NA
"3114" "CKS1B" NA NA NA NA
"3115" "AHSA2" NA NA NA NA
"3116" "GPR137" NA NA NA NA
"3117" "ZBTB21" NA NA NA NA
"3118" "STOX2" NA NA NA NA
"3119" "MAP3K11" NA NA NA NA
"3120" "TRIB1" NA NA NA NA
"3121" "ARV1" NA NA NA NA
"3122" "MINOS1" NA NA NA NA
"3123" "SMARCC1" NA NA NA NA
"3124" "PEAK1" NA NA NA NA
"3125" "MOB1B" NA NA NA NA
"3126" "ZNF622" NA NA NA NA
"3127" "SNX33" NA NA NA NA
"3128" "CCDC41" NA NA NA NA
"3129" "HEG1" NA NA NA NA
"3130" "AGFG1" NA NA NA NA
"3131" "EIF1" NA NA NA NA
"3132" "ENDOV" NA NA NA NA
"3133" "GPR160" NA NA NA NA
"3134" "XXYLT1" NA NA NA NA
"3135" "UBXN2A" NA NA NA NA
"3136" "CCS" NA NA NA NA
"3137" "MSRB3" NA NA NA NA
"3138" "LEMD3" NA NA NA NA
"3139" "C16orf91" NA NA NA NA
"3140" "SOCS7" NA NA NA NA
"3141" "TRMT10C" NA NA NA NA
"3142" "PRPF8" NA NA NA NA
"3143" "DDX23" NA NA NA NA
"3144" "ZBTB4" NA NA NA NA
"3145" "EXO1" NA NA NA NA
"3146" "RALGAPA1" NA NA NA NA
"3147" "ATP2A2" NA NA NA NA
"3148" "ZCCHC12" NA NA NA NA
"3149" "BBS1" NA NA NA NA
"3150" "MRPL11" NA NA NA NA
"3151" "ANGEL2" NA NA NA NA
"3152" "HRAS" NA NA NA NA
"3153" "SRP72" NA NA NA NA
"3154" "THAP6" NA NA NA NA
"3155" "PDE12" NA NA NA NA
"3156" "GLMN" NA NA NA NA
"3157" "YIF1A" NA NA NA NA
"3158" "RSRC1" NA NA NA NA
"3159" "C3orf33" NA NA NA NA
"3160" "ASPHD1" NA NA NA NA
"3161" "KLC2" NA NA NA NA
"3162" "ATR" NA NA NA NA
"3163" "C17orf76-AS1" NA NA NA NA
"3164" "PDIK1L" NA NA NA NA
"3165" "MRPS22" NA NA NA NA
"3166" "PSMD2" NA NA NA NA
"3167" "PPM1E" NA NA NA NA
"3168" "FAM131A" NA NA NA NA
"3169" "PARL" NA NA NA NA
"3170" "ZNF408" NA NA NA NA
"3171" "CTDSP2" NA NA NA NA
"3172" "CKAP5" NA NA NA NA
"3173" "ARHGAP1" NA NA NA NA
"3174" "ATG13" NA NA NA NA
"3175" "TMEM9B" NA NA NA NA
"3176" "PTPN2" NA NA NA NA
"3177" "CCDC14" NA NA NA NA
"3178" "PAAF1" NA NA NA NA
"3179" "ERCC4" NA NA NA NA
"3180" "ZNF77" NA NA NA NA
"3181" "LINC00116" NA NA NA NA
"3182" "C1orf172" NA NA NA NA
"3183" "MLXIP" NA NA NA NA
"3184" "AURKAIP1" NA NA NA NA
"3185" "ETV4" NA NA NA NA
"3186" "UBE2O" NA NA NA NA
"3187" "LYSMD3" NA NA NA NA
"3188" "ZNF613" NA NA NA NA
"3189" "JAKMIP2" NA NA NA NA
"3190" "IP6K1" NA NA NA NA
"3191" "CSTF3" NA NA NA NA
"3192" "DLEU1" NA NA NA NA
"3193" "TMEM39A" NA NA NA NA
"3194" "TCP11L1" NA NA NA NA
"3195" "RTTN" NA NA NA NA
"3196" "ACBD7" NA NA NA NA
"3197" "ANAPC2" NA NA NA NA
"3198" "ZBTB8OS" NA NA NA NA
"3199" "SLC35G1" NA NA NA NA
"3200" "ZNF135" NA NA NA NA
"3201" "ZSCAN2" NA NA NA NA
"3202" "RIMS2" NA NA NA NA
"3203" "SPRYD4" NA NA NA NA
"3204" "SLCO3A1" NA NA NA NA
"3205" "WDR25" NA NA NA NA
"3206" "KIAA2018" NA NA NA NA
"3207" "LMNB2" NA NA NA NA
"3208" "BOK" NA NA NA NA
"3209" "C8orf59" NA NA NA NA
"3210" "METRNL" NA NA NA NA
"3211" "PXMP2" NA NA NA NA
"3212" "TCEANC" NA NA NA NA
"3213" "ANKLE2" NA NA NA NA
"3214" "GCNT4" NA NA NA NA
"3215" "THAP4" NA NA NA NA
"3216" "SEC24C" NA NA NA NA
"3217" "SMCR8" NA NA NA NA
"3218" "MTHFR" NA NA NA NA
"3219" "DEAF1" NA NA NA NA
"3220" "MTX3" NA NA NA NA
"3221" "SLC38A9" NA NA NA NA
"3222" "WDR73" NA NA NA NA
"3223" "FAM109B" NA NA NA NA
"3224" "ANO6" NA NA NA NA
"3225" "ZBTB34" NA NA NA NA
"3226" "FAM210A" NA NA NA NA
"3227" "ULK1" NA NA NA NA
"3228" "RIMKLA" NA NA NA NA
"3229" "TOP3A" NA NA NA NA
"3230" "PAWR" NA NA NA NA
"3231" "MIEF2" NA NA NA NA
"3232" "ARIH2" NA NA NA NA
"3233" "ATOX1" NA NA NA NA
"3234" "PIDD" NA NA NA NA
"3235" "GSG2" NA NA NA NA
"3236" "JUN" NA NA NA NA
"3237" "GBA" NA NA NA NA
"3238" "ACAD9" NA NA NA NA
"3239" "AGTRAP" NA NA NA NA
"3240" "HNRNPA0" NA NA NA NA
"3241" "GRB2" NA NA NA NA
"3242" "ZBTB41" NA NA NA NA
"3243" "UBE2N" NA NA NA NA
"3244" "ARL6IP6" NA NA NA NA
"3245" "RIC8A" NA NA NA NA
"3246" "IMPDH2" NA NA NA NA
"3247" "MLF1" NA NA NA NA
"3248" "PDE4DIP" NA NA NA NA
"3249" "PARD6G" NA NA NA NA
"3250" "SH2B1" NA NA NA NA
"3251" "PLEC" NA NA NA NA
"3252" "GEN1" NA NA NA NA
"3253" "P4HTM" NA NA NA NA
"3254" "DTX3" NA NA NA NA
"3255" "KLHL11" NA NA NA NA
"3256" "ERN1" NA NA NA NA
"3257" "CSRNP3" NA NA NA NA
"3258" "SUZ12" NA NA NA NA
"3259" "DPY19L3" NA NA NA NA
"3260" "HYI" NA NA NA NA
"3261" "C17orf62" NA NA NA NA
"3262" "ZBTB7A" NA NA NA NA
"3263" "TUFM" NA NA NA NA
"3264" "RMI1" NA NA NA NA
"3265" "CTC1" NA NA NA NA
"3266" "C3orf38" NA NA NA NA
"3267" "DPM3" NA NA NA NA
"3268" "CYC1" NA NA NA NA
"3269" "TMTC2" NA NA NA NA
"3270" "FARSA" NA NA NA NA
"3271" "SPTY2D1" NA NA NA NA
"3272" "EDC3" NA NA NA NA
"3273" "FUCA1" NA NA NA NA
"3274" "CALR" NA NA NA NA
"3275" "MAGED1" NA NA NA NA
